year_month,product_id,product_name,category,launch_date,unit_price,units_sold,revenue,material_cost,manufacturing_cost,logistics_cost,total_cost,gross_profit,gross_margin_pct
2025-08-01,P0268,プラスチックギア 大型,樹脂・ゴム部品,2021-10-02,1387,459,636633,523547,63663,31831,619041,17592,2.76
2025-09-01,P0268,プラスチックギア 大型,樹脂・ゴム部品,2021-10-02,1428,495,706860,581299,70686,35343,687328,19532,2.76
2025-10-01,P0268,プラスチックギア 大型,樹脂・ゴム部品,2021-10-02,1377,501,689877,646760,68987,34493,750240,-60363,-8.75
2025-11-01,P0268,プラスチックギア 大型,樹脂・ゴム部品,2021-10-02,1377,461,634797,595122,63479,31739,690340,-55543,-8.75
2025-12-01,P0268,プラスチックギア 大型,樹脂・ゴム部品,2021-10-02,1420,517,734140,688256,73414,36707,798377,-64237,-8.75
2026-01-01,P0268,プラスチックギア 大型,樹脂・ゴム部品,2021-10-02,1423,528,751344,704385,75134,37567,817086,-65742,-8.75
2026-02-01,P0268,プラスチックギア 大型,樹脂・ゴム部品,2021-10-02,1402,441,618282,579639,61828,30914,672381,-54099,-8.75
2026-03-01,P0268,プラスチックギア 大型,樹脂・ゴム部品,2021-10-02,1413,600,847800,794813,84780,42390,921983,-74183,-8.75
2024-04-01,P0269,プラスチックギア 業務用,樹脂・ゴム部品,2020-04-16,1888,1196,2258048,1384646,225804,112902,1723352,534696,23.68
2024-05-01,P0269,プラスチックギア 業務用,樹脂・ゴム部品,2020-04-16,1862,1409,2623558,1608778,262355,131177,2002310,621248,23.68
2024-06-01,P0269,プラスチックギア 業務用,樹脂・ゴム部品,2020-04-16,1873,1482,2775786,1702125,277578,138789,2118492,657294,23.68
2024-07-01,P0269,プラスチックギア 業務用,樹脂・ゴム部品,2020-04-16,1908,1101,2100708,1288164,210070,105035,1603269,497439,23.68
2024-08-01,P0269,プラスチックギア 業務用,樹脂・ゴム部品,2020-04-16,1916,1423,2726468,1671883,272646,136323,2080852,645616,23.68
2024-09-01,P0269,プラスチックギア 業務用,樹脂・ゴム部品,2020-04-16,1871,1522,2847662,1746200,284766,142383,2173349,674313,23.68
2024-10-01,P0269,プラスチックギア 業務用,樹脂・ゴム部品,2020-04-16,1925,1390,2675750,1640783,267575,133787,2042145,633605,23.68
2024-11-01,P0269,プラスチックギア 業務用,樹脂・ゴム部品,2020-04-16,1885,1181,2226185,1365107,222618,111309,1699034,527151,23.68
2024-12-01,P0269,プラスチックギア 業務用,樹脂・ゴム部品,2020-04-16,1858,1531,2844598,1744321,284459,142229,2171009,673589,23.68
2025-01-01,P0269,プラスチックギア 業務用,樹脂・ゴム部品,2020-04-16,1887,1541,2907867,1783118,290786,145393,2219297,688570,23.68
2025-02-01,P0269,プラスチックギア 業務用,樹脂・ゴム部品,2020-04-16,1897,1522,2887234,1770466,288723,144361,2203550,683684,23.68
2025-03-01,P0269,プラスチックギア 業務用,樹脂・ゴム部品,2020-04-16,1908,1406,2682648,1645013,268264,134132,2047409,635239,23.68
2025-04-01,P0269,プラスチックギア 業務用,樹脂・ゴム部品,2020-04-16,1897,1088,2063936,1265615,206393,103196,1575204,488732,23.68
2025-05-01,P0269,プラスチックギア 業務用,樹脂・ゴム部品,2020-04-16,1922,1539,2957958,1813834,295795,147897,2257526,700432,23.68
2025-06-01,P0269,プラスチックギア 業務用,樹脂・ゴム部品,2020-04-16,1899,1562,2966238,1818911,296623,148311,2263845,702393,23.68
2025-07-01,P0269,プラスチックギア 業務用,樹脂・ゴム部品,2020-04-16,1891,1386,2620926,1607164,262092,131046,2000302,620624,23.68
2025-08-01,P0269,プラスチックギア 業務用,樹脂・ゴム部品,2020-04-16,1896,1372,2601312,1595137,260131,130065,1985333,615979,23.68
2025-09-01,P0269,プラスチックギア 業務用,樹脂・ゴム部品,2020-04-16,1856,1075,1995200,1223466,199520,99760,1522746,472454,23.68
2025-10-01,P0269,プラスチックギア 業務用,樹脂・ゴム部品,2020-04-16,1873,1378,2580994,1804253,258099,129049,2191401,389593,15.09
2025-11-01,P0269,プラスチックギア 業務用,樹脂・ゴム部品,2020-04-16,1864,1211,2257304,1577976,225730,112865,1916571,340733,15.09
2025-12-01,P0269,プラスチックギア 業務用,樹脂・ゴム部品,2020-04-16,1923,1474,2834502,1981469,283450,141725,2406644,427858,15.09
2026-01-01,P0269,プラスチックギア 業務用,樹脂・ゴム部品,2020-04-16,1921,1383,2656743,1857205,265674,132837,2255716,401027,15.09
2026-02-01,P0269,プラスチックギア 業務用,樹脂・ゴム部品,2020-04-16,1866,1518,2832588,1980131,283258,141629,2405018,427570,15.09
2026-03-01,P0269,プラスチックギア 業務用,樹脂・ゴム部品,2020-04-16,1866,1133,2114178,1477923,211417,105708,1795048,319130,15.09
2024-04-01,P0270,プラスチックギア HD,樹脂・ゴム部品,2022-10-15,2610,382,997020,621102,99702,49851,770655,226365,22.7
2024-05-01,P0270,プラスチックギア HD,樹脂・ゴム部品,2022-10-15,2644,431,1139564,709901,113956,56978,880835,258729,22.7
2024-06-01,P0270,プラスチックギア HD,樹脂・ゴム部品,2022-10-15,2684,349,936716,583535,93671,46835,724041,212675,22.7
2024-07-01,P0270,プラスチックギア HD,樹脂・ゴム部品,2022-10-15,2662,437,1163294,724684,116329,58164,899177,264117,22.7
2024-08-01,P0270,プラスチックギア HD,樹脂・ゴム部品,2022-10-15,2683,413,1108079,690287,110807,55403,856497,251582,22.7
2024-09-01,P0270,プラスチックギア HD,樹脂・ゴム部品,2022-10-15,2673,385,1029105,641090,102910,51455,795455,233650,22.7
2024-10-01,P0270,プラスチックギア HD,樹脂・ゴム部品,2022-10-15,2638,305,804590,501226,80459,40229,621914,182676,22.7
2024-11-01,P0270,プラスチックギア HD,樹脂・ゴム部品,2022-10-15,2584,370,956080,595598,95608,47804,739010,217070,22.7
2024-12-01,P0270,プラスチックギア HD,樹脂・ゴム部品,2022-10-15,2582,309,797838,497020,79783,39891,616694,181144,22.7
2025-01-01,P0270,プラスチックギア HD,樹脂・ゴム部品,2022-10-15,2585,339,876315,545908,87631,43815,677354,198961,22.7
2025-02-01,P0270,プラスチックギア HD,樹脂・ゴム部品,2022-10-15,2665,358,954070,594346,95407,47703,737456,216614,22.7
2025-03-01,P0270,プラスチックギア HD,樹脂・ゴム部品,2022-10-15,2651,387,1025937,639116,102593,51296,793005,232932,22.7
2025-04-01,P0270,プラスチックギア HD,樹脂・ゴム部品,2022-10-15,2668,300,800400,498616,80040,40020,618676,181724,22.7
2025-05-01,P0270,プラスチックギア HD,樹脂・ゴム部品,2022-10-15,2612,317,828004,515812,82800,41400,640012,187992,22.7
2025-06-01,P0270,プラスチックギア HD,樹脂・ゴム部品,2022-10-15,2678,372,996216,620601,99621,49810,770032,226184,22.7
2025-07-01,P0270,プラスチックギア HD,樹脂・ゴム部品,2022-10-15,2662,444,1181928,736292,118192,59096,913580,268348,22.7
2025-08-01,P0270,プラスチックギア HD,樹脂・ゴム部品,2022-10-15,2635,404,1064540,663164,106454,53227,822845,241695,22.7
2025-09-01,P0270,プラスチックギア HD,樹脂・ゴム部品,2022-10-15,2595,394,1022430,636931,102243,51121,790295,232135,22.7
2025-10-01,P0270,プラスチックギア HD,樹脂・ゴム部品,2022-10-15,2684,336,901824,640451,90182,45091,775724,126100,13.98
2025-11-01,P0270,プラスチックギア HD,樹脂・ゴム部品,2022-10-15,2614,441,1152774,818669,115277,57638,991584,161190,13.98
2025-12-01,P0270,プラスチックギア HD,樹脂・ゴム部品,2022-10-15,2604,331,861924,612115,86192,43096,741403,120521,13.98
2026-01-01,P0270,プラスチックギア HD,樹脂・ゴム部品,2022-10-15,2603,368,957904,680277,95790,47895,823962,133942,13.98
2026-02-01,P0270,プラスチックギア HD,樹脂・ゴム部品,2022-10-15,2588,392,1014496,720467,101449,50724,872640,141856,13.98
2026-03-01,P0270,プラスチックギア HD,樹脂・ゴム部品,2022-10-15,2609,311,811399,576233,81139,40569,697941,113458,13.98
2024-04-01,P0271,絶縁カバー 小型,樹脂・ゴム部品,2023-03-21,251,2270,569770,336687,56977,28488,422152,147618,25.91
2024-05-01,P0271,絶縁カバー 小型,樹脂・ゴム部品,2023-03-21,254,2596,659384,389641,65938,32969,488548,170836,25.91
2024-06-01,P0271,絶縁カバー 小型,樹脂・ゴム部品,2023-03-21,254,2255,572770,338459,57277,28638,424374,148396,25.91
2024-07-01,P0271,絶縁カバー 小型,樹脂・ゴム部品,2023-03-21,253,2234,565202,333987,56520,28260,418767,146435,25.91
2024-08-01,P0271,絶縁カバー 小型,樹脂・ゴム部品,2023-03-21,256,2395,613120,362303,61312,30656,454271,158849,25.91
2024-09-01,P0271,絶縁カバー 小型,樹脂・ゴム部品,2023-03-21,254,2914,740156,437371,74015,37007,548393,191763,25.91
2024-10-01,P0271,絶縁カバー 小型,樹脂・ゴム部品,2023-03-21,248,2849,706552,417513,70655,35327,523495,183057,25.91
2024-11-01,P0271,絶縁カバー 小型,樹脂・ゴム部品,2023-03-21,248,2594,643312,380144,64331,32165,476640,166672,25.91
2024-12-01,P0271,絶縁カバー 小型,樹脂・ゴム部品,2023-03-21,252,2225,560700,331327,56070,28035,415432,145268,25.91
2025-01-01,P0271,絶縁カバー 小型,樹脂・ゴム部品,2023-03-21,254,2680,680720,402249,68072,34036,504357,176363,25.91
2025-02-01,P0271,絶縁カバー 小型,樹脂・ゴム部品,2023-03-21,252,2804,706608,417546,70660,35330,523536,183072,25.91
2025-03-01,P0271,絶縁カバー 小型,樹脂・ゴム部品,2023-03-21,255,2860,729300,430956,72930,36465,540351,188949,25.91
2025-04-01,P0271,絶縁カバー 小型,樹脂・ゴム部品,2023-03-21,249,2784,693216,409633,69321,34660,513614,179602,25.91
2025-05-01,P0271,絶縁カバー 小型,樹脂・ゴム部品,2023-03-21,254,2474,628396,371330,62839,31419,465588,162808,25.91
2025-06-01,P0271,絶縁カバー 小型,樹脂・ゴム部品,2023-03-21,247,2908,718276,424441,71827,35913,532181,186095,25.91
2025-07-01,P0271,絶縁カバー 小型,樹脂・ゴム部品,2023-03-21,250,2274,568500,335936,56850,28425,421211,147289,25.91
2025-08-01,P0271,絶縁カバー 小型,樹脂・ゴム部品,2023-03-21,255,2236,570180,336929,57018,28509,422456,147724,25.91
2025-09-01,P0271,絶縁カバー 小型,樹脂・ゴム部品,2023-03-21,250,1998,499500,295163,49950,24975,370088,129412,25.91
2025-10-01,P0271,絶縁カバー 小型,樹脂・ゴム部品,2023-03-21,251,2650,665150,448075,66515,33257,547847,117303,17.64
2025-11-01,P0271,絶縁カバー 小型,樹脂・ゴム部品,2023-03-21,253,2095,530035,357055,53003,26501,436559,93476,17.64
2025-12-01,P0271,絶縁カバー 小型,樹脂・ゴム部品,2023-03-21,256,2465,631040,425097,63104,31552,519753,111287,17.64
2026-01-01,P0271,絶縁カバー 小型,樹脂・ゴム部品,2023-03-21,256,2686,687616,463209,68761,34380,566350,121266,17.64
2026-02-01,P0271,絶縁カバー 小型,樹脂・ゴム部品,2023-03-21,254,2137,542798,365653,54279,27139,447071,95727,17.64
2026-03-01,P0271,絶縁カバー 小型,樹脂・ゴム部品,2023-03-21,254,2494,633476,426738,63347,31673,521758,111718,17.64
2024-04-01,P0272,絶縁カバー 中型,樹脂・ゴム部品,2019-05-01,391,1476,577116,333339,57711,28855,419905,157211,27.24
2024-05-01,P0272,絶縁カバー 中型,樹脂・ゴム部品,2019-05-01,404,1894,765176,441962,76517,38258,556737,208439,27.24
2024-06-01,P0272,絶縁カバー 中型,樹脂・ゴム部品,2019-05-01,401,1443,578643,334221,57864,28932,421017,157626,27.24
2024-07-01,P0272,絶縁カバー 中型,樹脂・ゴム部品,2019-05-01,399,1827,728973,421051,72897,36448,530396,198577,27.24
2024-08-01,P0272,絶縁カバー 中型,樹脂・ゴム部品,2019-05-01,405,1546,626130,361650,62613,31306,455569,170561,27.24
2024-09-01,P0272,絶縁カバー 中型,樹脂・ゴム部品,2019-05-01,402,1763,708726,409357,70872,35436,515665,193061,27.24
2024-10-01,P0272,絶縁カバー 中型,樹脂・ゴム部品,2019-05-01,402,1770,711540,410982,71154,35577,517713,193827,27.24
2024-11-01,P0272,絶縁カバー 中型,樹脂・ゴム部品,2019-05-01,405,1431,579555,334748,57955,28977,421680,157875,27.24
2024-12-01,P0272,絶縁カバー 中型,樹脂・ゴム部品,2019-05-01,404,1525,616100,355856,61610,30805,448271,167829,27.24
2025-01-01,P0272,絶縁カバー 中型,樹脂・ゴム部品,2019-05-01,401,1931,774331,447250,77433,38716,563399,210932,27.24
2025-02-01,P0272,絶縁カバー 中型,樹脂・ゴム部品,2019-05-01,392,1734,679728,392608,67972,33986,494566,185162,27.24
2025-03-01,P0272,絶縁カバー 中型,樹脂・ゴム部品,2019-05-01,400,1626,650400,375668,65040,32520,473228,177172,27.24
2025-04-01,P0272,絶縁カバー 中型,樹脂・ゴム部品,2019-05-01,392,1389,544488,314494,54448,27224,396166,148322,27.24
2025-05-01,P0272,絶縁カバー 中型,樹脂・ゴム部品,2019-05-01,396,1998,791208,456998,79120,39560,575678,215530,27.24
2025-06-01,P0272,絶縁カバー 中型,樹脂・ゴム部品,2019-05-01,395,1568,619360,357739,61936,30968,450643,168717,27.24
2025-07-01,P0272,絶縁カバー 中型,樹脂・ゴム部品,2019-05-01,398,1766,702868,405973,70286,35143,511402,191466,27.24
2025-08-01,P0272,絶縁カバー 中型,樹脂・ゴム部品,2019-05-01,399,1862,742938,429118,74293,37146,540557,202381,27.24
2025-09-01,P0272,絶縁カバー 中型,樹脂・ゴム部品,2019-05-01,398,1345,535310,309192,53531,26765,389488,145822,27.24
2025-10-01,P0272,絶縁カバー 中型,樹脂・ゴム部品,2019-05-01,404,1371,553884,364710,55388,27694,447792,106092,19.15
2025-11-01,P0272,絶縁カバー 中型,樹脂・ゴム部品,2019-05-01,394,1410,555540,365800,55554,27777,449131,106409,19.15
2025-12-01,P0272,絶縁カバー 中型,樹脂・ゴム部品,2019-05-01,394,1642,646948,425989,64694,32347,523030,123918,19.15
2026-01-01,P0272,絶縁カバー 中型,樹脂・ゴム部品,2019-05-01,398,1695,674610,444203,67461,33730,545394,129216,19.15
2026-02-01,P0272,絶縁カバー 中型,樹脂・ゴム部品,2019-05-01,392,1970,772240,508488,77224,38612,624324,147916,19.15
2026-03-01,P0272,絶縁カバー 中型,樹脂・ゴム部品,2019-05-01,402,1720,691440,455285,69144,34572,559001,132439,19.15
2024-04-01,P0273,絶縁カバー 大型,樹脂・ゴム部品,2023-03-14,658,863,567854,378039,56785,28392,463216,104638,18.43
2024-05-01,P0273,絶縁カバー 大型,樹脂・ゴム部品,2023-03-14,660,913,602580,401158,60258,30129,491545,111035,18.43
2024-06-01,P0273,絶縁カバー 大型,樹脂・ゴム部品,2023-03-14,646,891,575586,383187,57558,28779,469524,106062,18.43
2024-07-01,P0273,絶縁カバー 大型,樹脂・ゴム部品,2023-03-14,641,956,612796,407959,61279,30639,499877,112919,18.43
2024-08-01,P0273,絶縁カバー 大型,樹脂・ゴム部品,2023-03-14,655,846,554130,368903,55413,27706,452022,102108,18.43
2024-09-01,P0273,絶縁カバー 大型,樹脂・ゴム部品,2023-03-14,659,941,620119,412834,62011,31005,505850,114269,18.43
2024-10-01,P0273,絶縁カバー 大型,樹脂・ゴム部品,2023-03-14,654,683,446682,297371,44668,22334,364373,82309,18.43
2024-11-01,P0273,絶縁カバー 大型,樹脂・ゴム部品,2023-03-14,656,722,473632,315313,47363,23681,386357,87275,18.43
2024-12-01,P0273,絶縁カバー 大型,樹脂・ゴム部品,2023-03-14,640,884,565760,376645,56576,28288,461509,104251,18.43
2025-01-01,P0273,絶縁カバー 大型,樹脂・ゴム部品,2023-03-14,648,928,601344,400335,60134,30067,490536,110808,18.43
2025-02-01,P0273,絶縁カバー 大型,樹脂・ゴム部品,2023-03-14,661,833,550613,366561,55061,27530,449152,101461,18.43
2025-03-01,P0273,絶縁カバー 大型,樹脂・ゴム部品,2023-03-14,651,870,566370,377051,56637,28318,462006,104364,18.43
2025-04-01,P0273,絶縁カバー 大型,樹脂・ゴム部品,2023-03-14,641,660,423060,281645,42306,21153,345104,77956,18.43
2025-05-01,P0273,絶縁カバー 大型,樹脂・ゴム部品,2023-03-14,644,663,426972,284249,42697,21348,348294,78678,18.43
2025-06-01,P0273,絶縁カバー 大型,樹脂・ゴム部品,2023-03-14,649,768,498432,331823,49843,24921,406587,91845,18.43
2025-07-01,P0273,絶縁カバー 大型,樹脂・ゴム部品,2023-03-14,640,881,563840,375367,56384,28192,459943,103897,18.43
2025-08-01,P0273,絶縁カバー 大型,樹脂・ゴム部品,2023-03-14,659,852,561468,373788,56146,28073,458007,103461,18.43
2025-09-01,P0273,絶縁カバー 大型,樹脂・ゴム部品,2023-03-14,653,715,466895,310828,46689,23344,380861,86034,18.43
2025-10-01,P0273,絶縁カバー 大型,樹脂・ゴム部品,2023-03-14,649,670,434830,330008,43483,21741,395232,39598,9.11
2025-11-01,P0273,絶縁カバー 大型,樹脂・ゴム部品,2023-03-14,636,898,571128,433450,57112,28556,519118,52010,9.11
2025-12-01,P0273,絶縁カバー 大型,樹脂・ゴム部品,2023-03-14,658,764,502712,381526,50271,25135,456932,45780,9.11
2026-01-01,P0273,絶縁カバー 大型,樹脂・ゴム部品,2023-03-14,654,729,476766,361835,47676,23838,433349,43417,9.11
2026-02-01,P0273,絶縁カバー 大型,樹脂・ゴム部品,2023-03-14,640,855,547200,415290,54720,27360,497370,49830,9.11
2026-03-01,P0273,絶縁カバー 大型,樹脂・ゴム部品,2023-03-14,649,898,582802,442310,58280,29140,529730,53072,9.11
2024-04-01,P0274,絶縁カバー 業務用,樹脂・ゴム部品,2023-09-04,882,460,405720,234495,40572,20286,295353,110367,27.2
2024-05-01,P0274,絶縁カバー 業務用,樹脂・ゴム部品,2023-09-04,873,428,373644,215956,37364,18682,272002,101642,27.2
2024-06-01,P0274,絶縁カバー 業務用,樹脂・ゴム部品,2023-09-04,891,333,296703,171486,29670,14835,215991,80712,27.2
2024-07-01,P0274,絶縁カバー 業務用,樹脂・ゴム部品,2023-09-04,875,417,364875,210887,36487,18243,265617,99258,27.2
2024-08-01,P0274,絶縁カバー 業務用,樹脂・ゴム部品,2023-09-04,883,428,377924,218429,37792,18896,275117,102807,27.2
2024-09-01,P0274,絶縁カバー 業務用,樹脂・ゴム部品,2023-09-04,893,366,326838,188903,32683,16341,237927,88911,27.2
2024-10-01,P0274,絶縁カバー 業務用,樹脂・ゴム部品,2023-09-04,883,408,360264,208222,36026,18013,262261,98003,27.2
2024-11-01,P0274,絶縁カバー 業務用,樹脂・ゴム部品,2023-09-04,884,432,381888,220721,38188,19094,278003,103885,27.2
2024-12-01,P0274,絶縁カバー 業務用,樹脂・ゴム部品,2023-09-04,894,458,409452,236652,40945,20472,298069,111383,27.2
2025-01-01,P0274,絶縁カバー 業務用,樹脂・ゴム部品,2023-09-04,881,367,323327,186874,32332,16166,235372,87955,27.2
2025-02-01,P0274,絶縁カバー 業務用,樹脂・ゴム部品,2023-09-04,896,461,413056,238735,41305,20652,300692,112364,27.2
2025-03-01,P0274,絶縁カバー 業務用,樹脂・ゴム部品,2023-09-04,875,341,298375,172452,29837,14918,217207,81168,27.2
2025-04-01,P0274,絶縁カバー 業務用,樹脂・ゴム部品,2023-09-04,896,368,329728,190573,32972,16486,240031,89697,27.2
2025-05-01,P0274,絶縁カバー 業務用,樹脂・ゴム部品,2023-09-04,893,456,407208,235355,40720,20360,296435,110773,27.2
2025-06-01,P0274,絶縁カバー 業務用,樹脂・ゴム部品,2023-09-04,896,355,318080,183841,31808,15904,231553,86527,27.2
2025-07-01,P0274,絶縁カバー 業務用,樹脂・ゴム部品,2023-09-04,880,317,278960,161231,27896,13948,203075,75885,27.2
2025-08-01,P0274,絶縁カバー 業務用,樹脂・ゴム部品,2023-09-04,884,370,327080,189043,32708,16354,238105,88975,27.2
2025-09-01,P0274,絶縁カバー 業務用,樹脂・ゴム部品,2023-09-04,873,399,348327,201323,34832,17416,253571,94756,27.2
2025-10-01,P0274,絶縁カバー 業務用,樹脂・ゴム部品,2023-09-04,893,343,306299,201817,30629,15314,247760,58539,19.11
2025-11-01,P0274,絶縁カバー 業務用,樹脂・ゴム部品,2023-09-04,882,323,284886,187708,28488,14244,230440,54446,19.11
2025-12-01,P0274,絶縁カバー 業務用,樹脂・ゴム部品,2023-09-04,876,341,298716,196820,29871,14935,241626,57090,19.11
2026-01-01,P0274,絶縁カバー 業務用,樹脂・ゴム部品,2023-09-04,890,355,315950,208176,31595,15797,255568,60382,19.11
2026-02-01,P0274,絶縁カバー 業務用,樹脂・ゴム部品,2023-09-04,875,383,335125,220810,33512,16756,271078,64047,19.11
2026-03-01,P0274,絶縁カバー 業務用,樹脂・ゴム部品,2023-09-04,868,441,382788,252214,38278,19139,309631,73157,19.11
2024-04-01,P0275,絶縁カバー HD,樹脂・ゴム部品,2019-07-10,1303,1086,1415058,1072376,141505,70752,1284633,130425,9.22
2024-05-01,P0275,絶縁カバー HD,樹脂・ゴム部品,2019-07-10,1284,969,1244196,942891,124419,62209,1129519,114677,9.22
2024-06-01,P0275,絶縁カバー HD,樹脂・ゴム部品,2019-07-10,1285,1267,1628095,1233822,162809,81404,1478035,150060,9.22
2024-07-01,P0275,絶縁カバー HD,樹脂・ゴム部品,2019-07-10,1262,1360,1716320,1300682,171632,85816,1558130,158190,9.22
2024-08-01,P0275,絶縁カバー HD,樹脂・ゴム部品,2019-07-10,1300,1167,1517100,1149706,151710,75855,1377271,139829,9.22
2024-09-01,P0275,絶縁カバー HD,樹脂・ゴム部品,2019-07-10,1281,1395,1786995,1354241,178699,89349,1622289,164706,9.22
2024-10-01,P0275,絶縁カバー HD,樹脂・ゴム部品,2019-07-10,1295,1235,1599325,1212019,159932,79966,1451917,147408,9.22
2024-11-01,P0275,絶縁カバー HD,樹脂・ゴム部品,2019-07-10,1301,1343,1747243,1324116,174724,87362,1586202,161041,9.22
2024-12-01,P0275,絶縁カバー HD,樹脂・ゴム部品,2019-07-10,1277,1374,1754598,1329690,175459,87729,1592878,161720,9.22
2025-01-01,P0275,絶縁カバー HD,樹脂・ゴム部品,2019-07-10,1281,1280,1639680,1242601,163968,81984,1488553,151127,9.22
2025-02-01,P0275,絶縁カバー HD,樹脂・ゴム部品,2019-07-10,1298,1023,1327854,1006290,132785,66392,1205467,122387,9.22
2025-03-01,P0275,絶縁カバー HD,樹脂・ゴム部品,2019-07-10,1259,1257,1582563,1199316,158256,79128,1436700,145863,9.22
2025-04-01,P0275,絶縁カバー HD,樹脂・ゴム部品,2019-07-10,1270,1293,1642110,1244443,164211,82105,1490759,151351,9.22
2025-05-01,P0275,絶縁カバー HD,樹脂・ゴム部品,2019-07-10,1287,999,1285713,974354,128571,64285,1167210,118503,9.22
2025-06-01,P0275,絶縁カバー HD,樹脂・ゴム部品,2019-07-10,1282,1320,1692240,1282433,169224,84612,1536269,155971,9.22
2025-07-01,P0275,絶縁カバー HD,樹脂・ゴム部品,2019-07-10,1285,969,1245165,943625,124516,62258,1130399,114766,9.22
2025-08-01,P0275,絶縁カバー HD,樹脂・ゴム部品,2019-07-10,1303,969,1262607,956843,126260,63130,1146233,116374,9.22
2025-09-01,P0275,絶縁カバー HD,樹脂・ゴム部品,2019-07-10,1301,1095,1424595,1079603,142459,71229,1293291,131304,9.22
2025-10-01,P0275,絶縁カバー HD,樹脂・ゴム部品,2019-07-10,1261,972,1225692,1058910,122569,61284,1242763,-17071,-1.39
2025-11-01,P0275,絶縁カバー HD,樹脂・ゴム部品,2019-07-10,1295,1184,1533280,1324644,153328,76664,1554636,-21356,-1.39
2025-12-01,P0275,絶縁カバー HD,樹脂・ゴム部品,2019-07-10,1283,1421,1823143,1575065,182314,91157,1848536,-25393,-1.39
2026-01-01,P0275,絶縁カバー HD,樹脂・ゴム部品,2019-07-10,1258,1138,1431604,1236803,143160,71580,1451543,-19939,-1.39
2026-02-01,P0275,絶縁カバー HD,樹脂・ゴム部品,2019-07-10,1275,1248,1591200,1374682,159120,79560,1613362,-22162,-1.39
2026-03-01,P0275,絶縁カバー HD,樹脂・ゴム部品,2019-07-10,1280,1405,1798400,1553688,179840,89920,1823448,-25048,-1.39
2024-04-01,P0276,筐体カバー 小型,樹脂・ゴム部品,2021-02-10,856,1374,1176144,667473,117614,58807,843894,332250,28.25
2024-05-01,P0276,筐体カバー 小型,樹脂・ゴム部品,2021-02-10,883,1178,1040174,590309,104017,52008,746334,293840,28.25
2024-06-01,P0276,筐体カバー 小型,樹脂・ゴム部品,2021-02-10,872,1170,1020240,578996,102024,51012,732032,288208,28.25
2024-07-01,P0276,筐体カバー 小型,樹脂・ゴム部品,2021-02-10,860,1386,1191960,676449,119196,59598,855243,336717,28.25
2024-08-01,P0276,筐体カバー 小型,樹脂・ゴム部品,2021-02-10,866,1397,1209802,686574,120980,60490,868044,341758,28.25
2024-09-01,P0276,筐体カバー 小型,樹脂・ゴム部品,2021-02-10,864,1251,1080864,613401,108086,54043,775530,305334,28.25
2024-10-01,P0276,筐体カバー 小型,樹脂・ゴム部品,2021-02-10,854,1219,1041026,590792,104102,52051,746945,294081,28.25
2024-11-01,P0276,筐体カバー 小型,樹脂・ゴム部品,2021-02-10,867,996,863532,490063,86353,43176,619592,243940,28.25
2024-12-01,P0276,筐体カバー 小型,樹脂・ゴム部品,2021-02-10,874,1127,984998,558996,98499,49249,706744,278254,28.25
2025-01-01,P0276,筐体カバー 小型,樹脂・ゴム部品,2021-02-10,858,983,843414,478645,84341,42170,605156,238258,28.25
2025-02-01,P0276,筐体カバー 小型,樹脂・ゴム部品,2021-02-10,867,1066,924222,524505,92422,46211,663138,261084,28.25
2025-03-01,P0276,筐体カバー 小型,樹脂・ゴム部品,2021-02-10,857,1084,928988,527209,92898,46449,666556,262432,28.25
2025-04-01,P0276,筐体カバー 小型,樹脂・ゴム部品,2021-02-10,878,1253,1100134,624337,110013,55006,789356,310778,28.25
2025-05-01,P0276,筐体カバー 小型,樹脂・ゴム部品,2021-02-10,862,1296,1117152,633994,111715,55857,801566,315586,28.25
2025-06-01,P0276,筐体カバー 小型,樹脂・ゴム部品,2021-02-10,873,1377,1202121,682215,120212,60106,862533,339588,28.25
2025-07-01,P0276,筐体カバー 小型,樹脂・ゴム部品,2021-02-10,860,1262,1085320,615929,108532,54266,778727,306593,28.25
2025-08-01,P0276,筐体カバー 小型,樹脂・ゴム部品,2021-02-10,869,1082,940258,533605,94025,47012,674642,265616,28.25
2025-09-01,P0276,筐体カバー 小型,樹脂・ゴム部品,2021-02-10,876,1080,946080,536909,94608,47304,678821,267259,28.25
2025-10-01,P0276,筐体カバー 小型,樹脂・ゴム部品,2021-02-10,857,1114,954698,617652,95469,47734,760855,193843,20.3
2025-11-01,P0276,筐体カバー 小型,樹脂・ゴム部品,2021-02-10,857,1038,889566,575514,88956,44478,708948,180618,20.3
2025-12-01,P0276,筐体カバー 小型,樹脂・ゴム部品,2021-02-10,852,1177,1002804,648775,100280,50140,799195,203609,20.3
2026-01-01,P0276,筐体カバー 小型,樹脂・ゴム部品,2021-02-10,862,1227,1057674,684274,105767,52883,842924,214750,20.3
2026-02-01,P0276,筐体カバー 小型,樹脂・ゴム部品,2021-02-10,885,1232,1090320,705394,109032,54516,868942,221378,20.3
2026-03-01,P0276,筐体カバー 小型,樹脂・ゴム部品,2021-02-10,872,1384,1206848,780784,120684,60342,961810,245038,20.3
2024-04-01,P0277,筐体カバー 中型,樹脂・ゴム部品,2023-08-24,1504,833,1252832,698059,125283,62641,885983,366849,29.28
2024-05-01,P0277,筐体カバー 中型,樹脂・ゴム部品,2023-08-24,1455,769,1118895,623431,111889,55944,791264,327631,29.28
